,Consumo,Motor_CC,Potencia,Descuento,Precio_cat,Ciudad_B,Ciudad_C,Ciudad_D,Ciudad_E,Ciudad_F,Ciudad_G,Ciudad_H,Ciudad_I,Ciudad_J,Ciudad_K,Ciudad_L,Tipo_marchas_Automatic,Tipo_marchas_Manual
5024,17.0,1198.0,73.75,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,1
5025,9.74,1984.0,208.0,0.0,,0,0,0,0,0,0,0,0,0,0,1,1,0
5026,13.6,2523.0,63.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,1
5027,12.9,1799.0,130.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,0
5028,13.0,1343.0,90.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5029,17.0,2200.0,139.01,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,1
5030,8.2,2993.0,245.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,0
5031,16.1,796.0,37.0,0.0,,0,0,0,0,0,1,0,0,0,0,0,0,1
5032,15.68,1999.0,177.0,75.12,,0,0,0,0,0,0,1,0,0,0,0,1,0
5033,17.0,1198.0,108.5,11.13,,0,0,0,1,0,0,0,0,0,0,0,0,1
5034,19.3,1248.0,73.9,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5035,26.6,998.0,58.16,0.0,,0,0,0,0,0,0,0,0,1,0,0,0,1
5036,8.7,2987.0,224.34,0.0,,0,1,0,0,0,0,0,0,0,0,0,1,0
5037,19.81,1086.0,68.05,0.0,,0,0,0,0,0,0,0,0,0,0,1,0,1
5038,12.35,2179.0,187.74,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,0
5039,26.6,998.0,58.16,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,1
5040,12.39,2179.0,147.51,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,0
5041,25.1,1248.0,88.5,13.26,,0,0,0,1,0,0,0,0,0,0,0,0,1
5042,24.07,998.0,67.1,4.5,,0,0,1,0,0,0,0,0,0,0,0,0,1
5043,23.2,1248.0,73.94,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
5044,18.9,998.0,67.1,0.0,,0,0,0,0,0,0,0,0,0,1,0,0,1
5045,16.0,2179.0,140.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,1
5046,19.64,1461.0,108.5,17.21,,1,0,0,0,0,0,0,0,0,0,0,0,1
5047,17.0,1405.0,70.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5048,24.07,998.0,67.1,3.91,,0,0,0,0,0,0,0,0,1,0,0,0,1
5049,14.0,2498.0,112.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5050,22.48,1995.0,190.0,63.71,,0,0,0,0,0,0,0,0,0,0,1,1,0
5051,14.84,2143.0,170.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,0
5052,0.0,2179.0,115.0,0.0,,0,0,0,0,0,0,0,0,0,1,0,1,0
5053,18.9,1197.0,81.86,6.4,,0,0,0,0,0,0,0,1,0,0,0,0,1
5054,16.0,1198.0,90.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,1
5055,14.16,1968.0,174.3,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,0
5056,26.59,1248.0,74.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1,0
5057,11.33,4134.0,335.2,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,0
5058,17.9,2143.0,136.0,0.0,,0,0,0,0,0,0,0,0,0,1,0,1,0
5059,14.02,2179.0,118.3,11.67,,0,0,0,1,0,0,0,0,0,0,0,0,1
5060,23.1,998.0,67.04,5.77,,0,0,0,0,0,0,0,1,0,0,0,1,0
5061,17.92,1086.0,62.1,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5062,23.5,1498.0,88.7,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
5063,17.0,1197.0,80.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5064,18.9,1197.0,82.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,1
5065,16.47,1198.0,74.0,0.0,,0,0,0,0,0,0,0,0,0,1,0,0,1
5066,19.67,1582.0,126.2,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5067,16.09,1995.0,184.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,0
5068,28.4,1248.0,74.0,7.92,,0,0,0,0,0,0,1,0,0,0,0,0,1
5069,22.74,796.0,47.3,0.0,,0,0,0,0,0,1,0,0,0,0,0,0,1
5070,10.8,2354.0,152.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5071,18.88,1995.0,184.0,0.0,,0,0,0,0,0,0,0,0,0,0,1,1,0
5072,16.1,1197.0,85.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5073,11.18,2696.0,184.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,0
5074,15.4,2179.0,120.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,1
5075,16.8,1497.0,116.3,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5076,26.6,998.0,58.16,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,1
5077,12.55,2982.0,168.5,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,0
5078,22.9,1248.0,74.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,1
5079,21.1,1248.0,73.9,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,1
5080,9.0,1984.0,181.0,0.0,,0,0,0,0,0,0,0,0,0,0,1,1,0
5081,21.1,814.0,55.2,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5082,17.24,1198.0,73.9,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5083,18.6,1199.0,79.4,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,1
5084,17.0,1497.0,118.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
5085,16.36,2179.0,187.7,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,0
5086,24.3,1248.0,88.5,0.0,,0,0,0,0,0,0,0,0,1,0,0,0,1
5087,15.74,1591.0,121.3,0.0,,0,1,0,0,0,0,0,0,0,0,0,1,0
5088,16.95,1197.0,78.9,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,0
5089,18.2,1061.0,64.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,1
5090,26.2,998.0,58.2,0.0,,0,0,0,0,0,1,0,0,0,0,0,0,1
5091,19.87,1461.0,83.8,0.0,,0,0,0,0,0,0,0,0,1,0,0,0,1
5092,13.8,1299.0,70.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,1
5093,17.4,1497.0,117.3,0.0,,0,0,0,0,0,0,0,0,0,1,0,0,1
5094,25.44,936.0,57.6,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,1
5095,12.99,2494.0,100.6,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5096,22.9,1248.0,74.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5097,12.62,2198.0,158.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,0
5098,19.7,796.0,35.0,0.0,,0,0,0,0,0,1,0,0,0,0,0,0,1
5099,12.65,2993.0,255.0,1.6,,0,0,0,0,0,0,1,0,0,0,0,1,0
5100,15.1,2179.0,140.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,1
5101,21.27,1396.0,88.76,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
5102,17.01,1582.0,126.2,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,0
5103,25.2,1248.0,74.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,1
5104,24.0,1120.0,70.0,0.0,,0,0,0,0,0,0,0,0,1,0,0,0,1
5105,25.4,624.0,37.5,0.0,,0,0,0,0,0,0,0,0,0,0,1,0,1
5106,16.8,1493.0,110.0,0.0,,0,0,0,0,0,1,0,0,0,0,0,0,1
5107,0.0,2987.0,165.0,0.0,,0,0,0,0,0,0,0,0,0,1,0,1,0
5108,23.2,1248.0,73.94,0.0,,0,0,0,0,0,1,0,0,0,0,0,0,1
5109,14.7,1599.0,104.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,1
5110,19.81,1086.0,68.05,0.0,,0,0,0,0,0,1,0,0,0,0,0,0,1
5111,21.19,1396.0,88.73,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,1
5112,18.88,1499.0,110.4,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,1
5113,18.6,1199.0,79.4,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5114,16.0,2179.0,140.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,1
5115,15.1,2179.0,140.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,1
5116,15.8,1591.0,121.3,16.06,,0,0,0,0,0,0,0,0,1,0,0,0,1
5117,11.07,2496.0,179.5,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,0
5118,19.1,1197.0,85.8,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,1
5119,17.3,993.0,60.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5120,25.1,1498.0,98.6,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,1
5121,20.51,998.0,67.04,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5122,23.4,1248.0,74.0,0.0,,0,0,0,0,0,0,0,0,1,0,0,0,1
5123,17.0,1497.0,118.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5124,20.5,1598.0,103.5,0.0,,0,0,0,0,0,0,0,0,1,0,0,0,1
5125,20.0,1399.0,68.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,1
5126,18.3,1991.0,147.9,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
5127,20.54,1598.0,103.6,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
5128,16.0,2179.0,140.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,0
5129,18.9,1197.0,82.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,1
5130,11.74,2987.0,254.8,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,0
5131,14.74,2993.0,270.9,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,0
5132,14.24,2755.0,174.5,36.69,,0,0,0,0,0,0,1,0,0,0,0,0,1
5133,21.12,1248.0,88.8,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5134,18.9,1197.0,82.0,0.0,,0,0,0,0,0,1,0,0,0,0,0,0,1
5135,22.07,1199.0,73.9,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,1
5136,16.8,1493.0,110.0,0.0,,0,0,0,0,0,0,0,0,0,0,1,0,1
5137,13.2,1495.0,94.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5138,15.0,1598.0,103.52,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5139,21.43,1364.0,86.79,19.27,,0,0,0,0,0,0,0,0,0,0,1,0,1
5140,16.0,2179.0,140.0,0.0,,0,0,0,0,0,0,0,0,0,0,1,0,1
5141,24.07,998.0,67.1,4.7,,0,0,0,1,0,0,0,0,0,0,0,0,1
5142,20.0,1399.0,68.05,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,1
5143,24.3,1248.0,88.5,11.0,,0,0,0,1,0,0,0,0,0,0,0,0,1
5144,15.26,1598.0,103.5,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,1
5145,24.04,999.0,67.0,0.0,,0,0,0,0,0,1,0,0,0,0,0,1,0
5146,18.9,998.0,67.1,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5147,16.0,2179.0,140.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,0
5148,10.91,3198.0,197.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,0
5149,26.21,1248.0,88.5,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5150,17.05,1995.0,184.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,0
5151,19.0,1248.0,90.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5152,11.7,2993.0,245.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,0
5153,15.41,1598.0,103.52,12.44,,0,0,0,1,0,0,0,0,0,0,0,0,1
5154,18.0,995.0,62.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5155,12.8,2354.0,177.6,0.0,,0,0,0,0,0,0,0,0,0,0,1,0,1
5156,28.09,1248.0,88.5,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5157,18.9,1197.0,82.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
5158,20.36,1197.0,78.9,0.0,,0,0,0,0,0,0,0,0,0,0,1,0,1
5159,13.4,1798.0,157.8,0.0,,0,0,0,0,0,0,0,0,1,0,0,0,1
5160,11.18,2696.0,184.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,0
5161,24.0,1120.0,70.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,1
5162,20.36,1197.0,78.9,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5163,16.2,1599.0,103.2,0.0,,0,0,0,0,0,0,0,0,0,1,0,0,1
5164,17.0,1497.0,118.0,0.0,,0,0,0,0,0,0,0,0,1,0,0,0,1
5165,15.0,1586.0,104.68,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5166,18.7,1896.0,66.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5167,27.39,1248.0,74.0,0.0,,0,0,0,0,0,1,0,0,0,0,0,0,1
5168,12.83,2696.0,162.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5169,16.0,2179.0,140.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,1
5170,13.5,2477.0,175.56,0.0,,0,0,0,0,0,0,0,0,0,1,0,1,0
5171,33.44,796.0,40.3,0.0,,0,0,0,0,0,0,0,0,1,0,0,0,1
5172,8.77,4395.0,402.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,0
5173,21.1,814.0,55.2,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
5174,13.2,2400.0,215.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,0
5175,18.7,1896.0,66.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5176,20.4,1248.0,92.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,1
5177,10.98,1984.0,114.4,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,0
5178,16.55,1968.0,147.51,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,0
5179,11.74,1796.0,186.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,0
5180,13.7,1798.0,157.75,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,0
5181,17.3,993.0,60.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
5182,20.92,998.0,67.1,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5183,16.1,1197.0,85.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5184,22.0,1582.0,126.2,16.6,,0,0,0,0,0,0,0,0,0,1,0,1,0
5185,12.4,2499.0,134.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,1
5186,17.8,1497.0,117.3,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,1
5187,12.3,1796.0,185.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,1
5188,16.47,1198.0,73.9,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,1
5189,19.3,1968.0,141.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,0
5190,20.0,1399.0,68.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
5191,19.01,1461.0,108.5,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,1
5192,18.0,1198.0,86.7,0.0,,0,0,0,0,0,1,0,0,0,0,0,0,1
5193,23.0,1498.0,98.96,11.2,,0,0,0,1,0,0,0,0,0,0,0,0,1
5194,17.57,1193.0,88.7,7.77,,0,0,1,0,0,0,0,0,0,0,0,0,1
5195,18.1,1493.0,110.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5196,30.46,796.0,47.3,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,1
5197,11.5,2996.0,367.0,95.38,,0,0,0,1,0,0,0,0,0,0,0,1,0
5198,12.8,2494.0,102.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,1
5199,16.47,1198.0,73.9,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,1
5200,16.1,796.0,37.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5201,20.62,1198.0,67.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5202,11.74,1796.0,186.0,0.0,,0,0,0,0,0,0,0,0,1,0,0,1,0
5203,15.04,1991.0,183.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,0
5204,12.4,2698.0,179.5,0.0,,0,0,0,0,0,0,0,0,0,1,0,1,0
5205,17.92,1086.0,62.1,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,1
5206,24.3,1248.0,88.5,11.02,,0,0,0,0,1,0,0,0,0,0,0,0,1
5207,25.8,1498.0,98.6,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,1
5208,16.1,796.0,37.0,0.0,,0,0,0,0,0,1,0,0,0,0,0,0,1
5209,12.62,2198.0,158.0,35.29,,0,0,0,1,0,0,0,0,0,0,0,0,1
5210,16.1,1298.0,88.2,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5211,17.11,1968.0,174.33,0.0,,0,0,0,0,0,0,0,0,0,1,0,1,0
5212,25.44,936.0,57.6,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
5213,17.85,2967.0,300.0,0.0,,0,0,0,0,0,0,0,0,0,1,0,1,0
5214,13.68,2393.0,147.8,24.01,,0,0,0,1,0,0,0,0,0,0,0,0,1
5215,19.81,1086.0,68.05,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,1
5216,17.01,1591.0,121.3,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,1
5217,22.32,1582.0,126.32,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,1
5218,28.4,1248.0,73.75,8.95,,0,0,0,0,0,0,0,0,0,0,1,0,1
5219,19.0,2996.0,362.07,1.06,,0,0,0,1,0,0,0,0,0,0,0,1,0
5220,12.9,2993.0,270.88,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,0
5221,18.9,1197.0,82.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,1
5222,25.0,1396.0,69.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
5223,22.07,1199.0,73.9,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5224,18.4,1198.0,86.8,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,1
5225,18.19,1968.0,174.5,36.94,,1,0,0,0,0,0,0,0,0,0,0,1,0
5226,17.5,1198.0,70.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5227,19.2,1197.0,80.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,0
5228,15.3,2993.0,258.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,0
5229,21.76,1995.0,190.0,57.3,,1,0,0,0,0,0,0,0,0,0,0,1,0
5230,17.32,1968.0,150.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,0
5231,13.1,2499.0,141.0,0.0,,0,0,0,0,0,0,0,0,0,1,0,0,1
5232,15.6,1196.0,70.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,1
5233,22.54,1396.0,88.76,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,1
5234,19.0,998.0,66.1,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5235,17.92,1086.0,62.1,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5236,16.4,1497.0,78.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,0
5237,20.36,1197.0,78.9,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,1
5238,20.54,1598.0,103.6,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,1
5239,16.1,796.0,37.0,0.0,,0,0,0,0,0,1,0,0,0,0,0,0,1
5240,21.4,1197.0,83.1,10.3,,0,0,0,0,0,0,1,0,0,0,0,1,0
5241,13.8,1299.0,70.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5242,19.71,2143.0,201.15,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,0
5243,12.07,2967.0,241.4,0.0,,0,0,0,0,0,0,0,0,0,1,0,1,0
5244,25.44,936.0,57.6,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5245,16.0,1198.0,90.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,1
5246,14.69,2993.0,258.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,0
5247,17.8,1497.0,117.3,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,1
5248,24.4,1120.0,71.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
5249,17.0,1197.0,80.0,0.0,,0,0,0,0,0,0,0,0,1,0,0,0,1
5250,25.8,1498.0,98.6,0.0,,0,0,0,0,0,1,0,0,0,0,0,0,1
5251,28.4,1248.0,74.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5252,22.32,1582.0,126.32,0.0,,0,0,0,0,0,0,0,0,0,1,0,0,1
5253,23.3,1984.0,150.0,0.0,,0,0,0,0,0,0,0,0,0,1,0,1,0
5254,22.0,1582.0,126.2,14.44,,0,0,0,0,0,0,0,1,0,0,0,0,1
5255,19.4,1405.0,70.0,0.0,,0,0,0,0,0,1,0,0,0,0,0,0,1
5256,12.99,2494.0,100.0,0.0,,0,0,0,0,0,0,0,0,1,0,0,0,1
5257,16.8,1497.0,118.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,0
5258,23.4,1248.0,74.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5259,15.73,1968.0,174.33,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,0
5260,16.0,2400.0,215.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,0
5261,13.1,2499.0,141.0,0.0,,0,0,0,0,0,1,0,0,0,0,0,0,1
5262,18.1,1493.0,110.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
5263,22.7,1498.0,89.84,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,1
5264,15.3,1596.0,101.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
5265,16.47,1198.0,73.9,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1
5266,20.92,998.0,67.1,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
5267,13.29,1995.0,147.6,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,0
5268,24.4,1120.0,71.0,0.0,,0,0,0,0,0,0,0,0,1,0,0,0,1
5269,13.5,2477.0,175.56,33.09,,1,0,0,0,0,0,0,0,0,0,0,0,1
5270,12.55,2982.0,168.5,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5271,24.07,998.0,67.1,4.82,,1,0,0,0,0,0,0,0,0,0,0,0,1
5272,15.0,1586.0,104.68,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,1
5273,12.07,2967.0,241.4,0.0,,0,0,0,0,0,0,0,0,0,1,0,1,0
5274,20.64,1498.0,108.5,14.2,,0,0,0,0,1,0,0,0,0,0,0,0,1
5275,12.55,2982.0,168.5,0.0,,0,0,0,0,0,0,0,0,1,0,0,1,0
5276,17.06,1968.0,141.0,36.45,,0,0,0,0,0,1,0,0,0,0,0,1,0
5277,14.0,1061.0,64.0,0.0,,0,0,0,0,0,1,0,0,0,0,0,0,1
5278,17.0,1497.0,118.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5279,12.99,2494.0,100.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,1
5280,14.21,2143.0,203.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,0
5281,22.69,1995.0,190.0,47.87,,0,0,0,0,0,0,1,0,0,0,0,1,0
5282,20.54,1598.0,103.6,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
5283,22.48,1995.0,190.0,63.71,,0,0,0,0,0,0,0,0,0,0,1,1,0
5284,14.69,2993.0,258.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1,0
5285,20.36,1197.0,78.9,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,1
5286,14.66,2199.0,194.3,0.0,,0,0,0,0,0,1,0,0,0,0,0,0,1
5287,28.4,1248.0,74.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5288,19.71,2143.0,201.15,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,0
5289,16.4,1497.0,78.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,0
5290,0.0,2987.0,165.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1,0
5291,19.0,1199.0,88.7,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,0
5292,28.4,1248.0,73.75,9.14,,0,0,0,0,1,0,0,0,0,0,0,0,1
5293,18.9,1197.0,82.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,1
5294,22.7,1498.0,89.84,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5295,15.5,1586.0,103.3,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,1
5296,21.1,1248.0,73.9,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,1
5297,22.32,1582.0,126.32,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5298,19.5,1248.0,75.0,9.5,,0,0,0,0,0,1,0,0,0,0,0,0,1
5299,23.08,1461.0,63.1,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,1
5300,15.1,2179.0,140.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,1
5301,18.3,1991.0,147.9,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,1
5302,12.8,2494.0,102.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
5303,15.06,1995.0,177.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1,0
5304,21.43,1364.0,87.2,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,1
5305,16.36,2179.0,187.7,0.0,,0,0,0,0,0,0,0,0,0,1,0,1,0
5306,25.17,799.0,53.3,4.78,,0,0,0,0,0,0,1,0,0,0,0,0,1
5307,20.0,1399.0,68.0,0.0,,0,0,0,0,0,1,0,0,0,0,0,0,1
5308,16.0,2179.0,140.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,1
5309,23.59,1364.0,67.06,0.0,,0,0,0,0,0,0,0,0,1,0,0,0,1
5310,15.1,2179.0,140.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,1
5311,19.7,796.0,46.3,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
5312,13.6,2523.0,63.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
5313,11.72,2199.0,194.3,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,0
5314,11.5,2987.0,210.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,0
5315,17.9,2143.0,136.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,0
5316,11.7,2993.0,245.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,0
5317,11.79,2179.0,120.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,0
5318,17.0,1197.0,80.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,1
